"","datetime","light","twilight","interp","excluded"
"124","2011-06-23T13:24:00.000Z",47,0,FALSE,FALSE
"125","2011-06-23T13:34:00.000Z",36,0,FALSE,FALSE
"126","2011-06-23T13:44:00.000Z",8,0,FALSE,FALSE
"127","2011-06-23T13:54:00.000Z",8,0,FALSE,FALSE
"128","2011-06-23T13:58:10.000Z",5.50000000006555,2,TRUE,NA
"129","2011-06-23T14:04:00.000Z",2,0,FALSE,FALSE
"130","2011-06-23T14:14:00.000Z",2,0,FALSE,FALSE
"131","2011-06-23T14:24:00.000Z",2,0,FALSE,FALSE
"132","2011-06-23T14:34:00.000Z",2,0,FALSE,FALSE
"133","2011-06-23T14:44:00.000Z",2,0,FALSE,FALSE
"134","2011-06-23T14:54:00.000Z",2,0,FALSE,FALSE
"135","2011-06-23T15:04:00.000Z",2,0,FALSE,FALSE
"136","2011-06-23T15:14:00.000Z",2,0,FALSE,FALSE
"137","2011-06-23T15:24:00.000Z",2,0,FALSE,FALSE
"138","2011-06-23T15:34:00.000Z",2,0,FALSE,FALSE
"139","2011-06-23T15:44:00.000Z",2,0,FALSE,FALSE
"140","2011-06-23T15:54:00.000Z",2,0,FALSE,FALSE
"141","2011-06-23T16:04:00.000Z",2,0,FALSE,FALSE
"142","2011-06-23T16:14:00.000Z",2,0,FALSE,FALSE
"143","2011-06-23T16:24:00.000Z",2,0,FALSE,FALSE
"144","2011-06-23T16:34:00.000Z",2,0,FALSE,FALSE
"145","2011-06-23T16:44:00.000Z",2,0,FALSE,FALSE
"146","2011-06-23T16:54:00.000Z",2,0,FALSE,FALSE
"147","2011-06-23T17:04:00.000Z",2,0,FALSE,FALSE
"148","2011-06-23T17:14:00.000Z",2,0,FALSE,FALSE
"149","2011-06-23T17:24:00.000Z",2,0,FALSE,FALSE
"150","2011-06-23T17:34:00.000Z",2,0,FALSE,FALSE
"151","2011-06-23T17:44:00.000Z",2,0,FALSE,FALSE
"152","2011-06-23T17:54:00.000Z",2,0,FALSE,FALSE
"153","2011-06-23T18:04:00.000Z",2,0,FALSE,FALSE
"154","2011-06-23T18:14:00.000Z",2,0,FALSE,FALSE
"155","2011-06-23T18:24:00.000Z",2,0,FALSE,FALSE
"156","2011-06-23T18:34:00.000Z",2,0,FALSE,FALSE
"157","2011-06-23T18:44:00.000Z",2,0,FALSE,FALSE
"158","2011-06-23T18:54:00.000Z",2,0,FALSE,FALSE
"159","2011-06-23T19:04:00.000Z",2,0,FALSE,FALSE
"160","2011-06-23T19:14:00.000Z",2,0,FALSE,FALSE
"161","2011-06-23T19:24:00.000Z",2,0,FALSE,FALSE
"162","2011-06-23T19:34:00.000Z",2,0,FALSE,FALSE
"163","2011-06-23T19:44:00.000Z",2,0,FALSE,FALSE
"164","2011-06-23T19:54:00.000Z",2,0,FALSE,FALSE
"165","2011-06-23T20:04:00.000Z",2,0,FALSE,FALSE
"166","2011-06-23T20:14:00.000Z",2,0,FALSE,FALSE
"167","2011-06-23T20:24:00.000Z",2,0,FALSE,FALSE
"168","2011-06-23T20:34:00.000Z",2,0,FALSE,FALSE
"169","2011-06-23T20:44:00.000Z",2,0,FALSE,FALSE
"170","2011-06-23T20:54:00.000Z",2,0,FALSE,FALSE
"171","2011-06-23T21:04:00.000Z",2,0,FALSE,FALSE
"172","2011-06-23T21:09:50.000Z",5.50000000006555,1,TRUE,NA
"173","2011-06-23T21:14:00.000Z",8,0,FALSE,FALSE
"174","2011-06-23T21:24:00.000Z",17,0,FALSE,FALSE
"175","2011-06-23T21:34:00.000Z",50,0,FALSE,FALSE
"176","2011-06-23T21:44:00.000Z",50,0,FALSE,FALSE
"177","2011-06-23T21:54:00.000Z",68,0,FALSE,FALSE
"178","2011-06-23T22:04:00.000Z",68,0,FALSE,FALSE
"179","2011-06-23T22:14:00.000Z",27,0,FALSE,FALSE
"180","2011-06-23T22:24:00.000Z",101,0,FALSE,FALSE
"181","2011-06-23T22:34:00.000Z",119,0,FALSE,FALSE
"182","2011-06-23T22:44:00.000Z",76,0,FALSE,FALSE
"183","2011-06-23T22:54:00.000Z",93,0,FALSE,FALSE
"184","2011-06-23T23:04:00.000Z",74,0,FALSE,FALSE
"185","2011-06-23T23:14:00.000Z",22,0,FALSE,FALSE
"186","2011-06-23T23:24:00.000Z",22,0,FALSE,FALSE
"187","2011-06-23T23:34:00.000Z",101,0,FALSE,FALSE
"188","2011-06-23T23:44:00.000Z",101,0,FALSE,FALSE
"189","2011-06-23T23:54:00.000Z",122,0,FALSE,FALSE
"190","2011-06-24T00:04:00.000Z",127,0,FALSE,FALSE
"191","2011-06-24T00:14:00.000Z",127,0,FALSE,FALSE
"192","2011-06-24T00:24:00.000Z",90,0,FALSE,FALSE
"193","2011-06-24T00:34:00.000Z",114,0,FALSE,FALSE
"194","2011-06-24T00:44:00.000Z",114,0,FALSE,FALSE
"195","2011-06-24T00:54:00.000Z",114,0,FALSE,FALSE
"196","2011-06-24T01:04:00.000Z",87,0,FALSE,FALSE
"197","2011-06-24T01:14:00.000Z",87,0,FALSE,FALSE
"198","2011-06-24T01:24:00.000Z",102,0,FALSE,FALSE
"199","2011-06-24T01:34:00.000Z",127,0,FALSE,FALSE
"200","2011-06-24T01:44:00.000Z",102,0,FALSE,FALSE
"201","2011-06-24T01:54:00.000Z",102,0,FALSE,FALSE
"202","2011-06-24T02:04:00.000Z",44,0,FALSE,FALSE
"203","2011-06-24T02:14:00.000Z",127,0,FALSE,FALSE
"204","2011-06-24T02:24:00.000Z",127,0,FALSE,FALSE
"205","2011-06-24T02:34:00.000Z",127,0,FALSE,FALSE
"206","2011-06-24T02:44:00.000Z",95,0,FALSE,FALSE
"207","2011-06-24T02:54:00.000Z",127,0,FALSE,FALSE
"208","2011-06-24T03:04:00.000Z",127,0,FALSE,FALSE
"209","2011-06-24T03:14:00.000Z",104,0,FALSE,FALSE
"210","2011-06-24T03:24:00.000Z",127,0,FALSE,FALSE
"211","2011-06-24T03:34:00.000Z",127,0,FALSE,FALSE
"212","2011-06-24T03:44:00.000Z",127,0,FALSE,FALSE
"213","2011-06-24T03:54:00.000Z",127,0,FALSE,FALSE
"214","2011-06-24T04:04:00.000Z",105,0,FALSE,FALSE
"215","2011-06-24T04:14:00.000Z",127,0,FALSE,FALSE
"216","2011-06-24T04:24:00.000Z",104,0,FALSE,FALSE
"217","2011-06-24T04:34:00.000Z",127,0,FALSE,FALSE
"218","2011-06-24T04:44:00.000Z",106,0,FALSE,FALSE
"219","2011-06-24T04:54:00.000Z",127,0,FALSE,FALSE
"220","2011-06-24T05:04:00.000Z",127,0,FALSE,FALSE
"221","2011-06-24T05:14:00.000Z",127,0,FALSE,FALSE
"222","2011-06-24T05:24:00.000Z",127,0,FALSE,FALSE
"223","2011-06-24T05:34:00.000Z",127,0,FALSE,FALSE
"224","2011-06-24T05:44:00.000Z",127,0,FALSE,FALSE
"225","2011-06-24T05:54:00.000Z",127,0,FALSE,FALSE
"226","2011-06-24T06:04:00.000Z",127,0,FALSE,FALSE
"227","2011-06-24T06:14:00.000Z",127,0,FALSE,FALSE
"228","2011-06-24T06:24:00.000Z",127,0,FALSE,FALSE
"229","2011-06-24T06:34:00.000Z",127,0,FALSE,FALSE
"230","2011-06-24T06:44:00.000Z",127,0,FALSE,FALSE
"231","2011-06-24T06:54:00.000Z",127,0,FALSE,FALSE
"232","2011-06-24T07:04:00.000Z",127,0,FALSE,FALSE
"233","2011-06-24T07:14:00.000Z",127,0,FALSE,FALSE
"234","2011-06-24T07:24:00.000Z",127,0,FALSE,FALSE
"235","2011-06-24T07:34:00.000Z",127,0,FALSE,FALSE
"236","2011-06-24T07:44:00.000Z",127,0,FALSE,FALSE
"237","2011-06-24T07:54:00.000Z",127,0,FALSE,FALSE
"238","2011-06-24T08:04:00.000Z",127,0,FALSE,FALSE
"239","2011-06-24T08:14:00.000Z",127,0,FALSE,FALSE
"240","2011-06-24T08:24:00.000Z",127,0,FALSE,FALSE
"241","2011-06-24T08:34:00.000Z",127,0,FALSE,FALSE
"242","2011-06-24T08:44:00.000Z",127,0,FALSE,FALSE
"243","2011-06-24T08:54:00.000Z",127,0,FALSE,FALSE
"244","2011-06-24T09:04:00.000Z",104,0,FALSE,FALSE
"245","2011-06-24T09:14:00.000Z",104,0,FALSE,FALSE
"246","2011-06-24T09:24:00.000Z",127,0,FALSE,FALSE
"247","2011-06-24T09:34:00.000Z",127,0,FALSE,FALSE
"248","2011-06-24T09:44:00.000Z",127,0,FALSE,FALSE
"249","2011-06-24T09:54:00.000Z",127,0,FALSE,FALSE
"250","2011-06-24T10:04:00.000Z",127,0,FALSE,FALSE
"251","2011-06-24T10:14:00.000Z",109,0,FALSE,FALSE
"252","2011-06-24T10:24:00.000Z",109,0,FALSE,FALSE
"253","2011-06-24T10:34:00.000Z",109,0,FALSE,FALSE
"254","2011-06-24T10:44:00.000Z",109,0,FALSE,FALSE
"255","2011-06-24T10:54:00.000Z",127,0,FALSE,FALSE
"256","2011-06-24T11:04:00.000Z",109,0,FALSE,FALSE
"257","2011-06-24T11:14:00.000Z",92,0,FALSE,FALSE
"258","2011-06-24T11:24:00.000Z",116,0,FALSE,FALSE
"259","2011-06-24T11:34:00.000Z",116,0,FALSE,FALSE
"260","2011-06-24T11:44:00.000Z",116,0,FALSE,FALSE
"261","2011-06-24T11:54:00.000Z",116,0,FALSE,FALSE
"262","2011-06-24T12:04:00.000Z",96,0,FALSE,FALSE
"263","2011-06-24T12:14:00.000Z",120,0,FALSE,FALSE
"264","2011-06-24T12:24:00.000Z",120,0,FALSE,FALSE
"265","2011-06-24T12:34:00.000Z",120,0,FALSE,FALSE
"266","2011-06-24T12:44:00.000Z",120,0,FALSE,FALSE
"267","2011-06-24T12:54:00.000Z",69,0,FALSE,FALSE
"268","2011-06-24T13:04:00.000Z",69,0,FALSE,FALSE
"269","2011-06-24T13:14:00.000Z",69,0,FALSE,FALSE
"270","2011-06-24T13:24:00.000Z",43,0,FALSE,FALSE
"271","2011-06-24T13:34:00.000Z",29,0,FALSE,FALSE
"272","2011-06-24T13:44:00.000Z",29,0,FALSE,FALSE
"273","2011-06-24T13:54:00.000Z",6,0,FALSE,FALSE
"274","2011-06-24T13:55:15.000Z",5.50000000006555,2,TRUE,NA
"275","2011-06-24T14:04:00.000Z",2,0,FALSE,FALSE
"276","2011-06-24T14:14:00.000Z",2,0,FALSE,FALSE
"277","2011-06-24T14:24:00.000Z",2,0,FALSE,FALSE
"278","2011-06-24T14:34:00.000Z",2,0,FALSE,FALSE
"279","2011-06-24T14:44:00.000Z",2,0,FALSE,FALSE
"280","2011-06-24T14:54:00.000Z",2,0,FALSE,FALSE
"281","2011-06-24T15:04:00.000Z",2,0,FALSE,FALSE
"282","2011-06-24T15:14:00.000Z",2,0,FALSE,FALSE
"283","2011-06-24T15:24:00.000Z",2,0,FALSE,FALSE
"284","2011-06-24T15:34:00.000Z",2,0,FALSE,FALSE
"285","2011-06-24T15:44:00.000Z",2,0,FALSE,FALSE
"286","2011-06-24T15:54:00.000Z",2,0,FALSE,FALSE
"287","2011-06-24T16:04:00.000Z",2,0,FALSE,FALSE
"288","2011-06-24T16:14:00.000Z",2,0,FALSE,FALSE
"289","2011-06-24T16:24:00.000Z",2,0,FALSE,FALSE
"290","2011-06-24T16:34:00.000Z",2,0,FALSE,FALSE
"291","2011-06-24T16:44:00.000Z",2,0,FALSE,FALSE
"292","2011-06-24T16:54:00.000Z",2,0,FALSE,FALSE
"293","2011-06-24T17:04:00.000Z",2,0,FALSE,FALSE
"294","2011-06-24T17:14:00.000Z",2,0,FALSE,FALSE
"295","2011-06-24T17:24:00.000Z",2,0,FALSE,FALSE
"296","2011-06-24T17:34:00.000Z",2,0,FALSE,FALSE
"297","2011-06-24T17:44:00.000Z",2,0,FALSE,FALSE
"298","2011-06-24T17:54:00.000Z",2,0,FALSE,FALSE
"299","2011-06-24T18:04:00.000Z",2,0,FALSE,FALSE
"300","2011-06-24T18:14:00.000Z",2,0,FALSE,FALSE
"301","2011-06-24T18:24:00.000Z",2,0,FALSE,FALSE
"302","2011-06-24T18:34:00.000Z",2,0,FALSE,FALSE
"303","2011-06-24T18:44:00.000Z",2,0,FALSE,FALSE
"304","2011-06-24T18:54:00.000Z",2,0,FALSE,FALSE
"305","2011-06-24T19:04:00.000Z",2,0,FALSE,FALSE
"306","2011-06-24T19:14:00.000Z",2,0,FALSE,FALSE
"307","2011-06-24T19:24:00.000Z",2,0,FALSE,FALSE
"308","2011-06-24T19:34:00.000Z",2,0,FALSE,FALSE
"309","2011-06-24T19:44:00.000Z",2,0,FALSE,FALSE
"310","2011-06-24T19:54:00.000Z",2,0,FALSE,FALSE
"311","2011-06-24T20:04:00.000Z",2,0,FALSE,FALSE
"312","2011-06-24T20:14:00.000Z",2,0,FALSE,FALSE
"313","2011-06-24T20:24:00.000Z",2,0,FALSE,FALSE
"314","2011-06-24T20:34:00.000Z",2,0,FALSE,FALSE
"315","2011-06-24T20:44:00.000Z",2,0,FALSE,FALSE
"316","2011-06-24T20:54:00.000Z",2,0,FALSE,FALSE
"317","2011-06-24T21:04:00.000Z",2,0,FALSE,FALSE
"318","2011-06-24T21:07:53.000Z",5.50000000006555,1,TRUE,NA
"319","2011-06-24T21:14:00.000Z",11,0,FALSE,FALSE
"320","2011-06-24T21:24:00.000Z",32,0,FALSE,FALSE
"321","2011-06-24T21:34:00.000Z",32,0,FALSE,FALSE
"322","2011-06-24T21:44:00.000Z",49,0,FALSE,FALSE
"323","2011-06-24T21:54:00.000Z",49,0,FALSE,FALSE
