lat,long
47.6988207385204,-75.4438488454556
-70.6707593167356,48.0583874341318
62.7415062357304,-149.379952285841
31.7994876852422,-96.1630115832314
44.1242539739192,-85.9275536213646
44.6639607563441,-86.5597122831928
45.7959908959279,-85.248205833561
44.83156073173,-84.2342338537195
44.2771847853812,-84.7745762682152
44.371582302938,-84.9266363286135
43.6279758990034,-85.6591954222127
43.2960816308909,-85.3629700080578
44.6239817501506,-83.9188579770577
45.5615690760493,-85.0074641457441
45.4440686386622,-85.0981808434916
44.9971740103019,-84.6345867226817
44.6101175726996,-85.0249344595336
44.7969860719161,-85.2640700536757
45.3259870387327,-84.6386645631587
45.1799762478747,-84.5026098739513
45.0066958357005,-84.6700124093086
45.2794517000059,-85.0024403593039
42.293889023132,-88.1506119514299
42.4797514898301,-88.3529756750854
44.497344029097,-86.2220440113081
44.0522032717291,-85.7519856369727
45.0486236472384,-84.6416509424996
45.1635124964172,-84.7810983220625
43.9832903810981,-86.0766149533314
44.1024813218698,-86.2091168208202
45.1535543741345,-85.0425192015355
44.942667334973,-84.8035962265337
44.9076028908,-84.8452123102912
44.3627866471828,-84.2364010173244
44.0019803426418,-84.6343257911975
44.97900181377,-85.6979139309507
44.3656163714849,-86.3897070270966
44.361873135023,-86.3705473210395
44.7676039572453,-85.9405584111216
44.0697993546356,-85.1582458881716
44.0293528312577,-85.2227604354782
44.733525372311,-85.9646974349702
45.8880115887182,-84.6783878234126
45.8861905883371,-84.6447356825132
45.6857401225739,-84.9106383234536
45.0064026339414,-84.1040432310641
44.3968614519319,-84.8098704253873
45.251792302042,-85.7132903142511
44.6174982210159,-86.4570640475517
43.1990864119094,-84.9208209624233
44.4667315621292,-83.6361980341034
45.7728740517546,-85.0374260751968
46.0742855773091,-84.7427882643372
46.2280536688532,-84.8647149257371
45.2896546114149,-85.9913103396485
44.2521911012435,-84.8102854417787
44.8082655278921,-84.2752213412503
45.4132147531144,-84.873793581739
45.2396710063252,-85.1309659026209
44.9162670246101,-84.711609145104
45.0096241196604,-84.6799438521817
43.839830078915,-83.3840390336052
43.6511002077472,-83.6447578969181
45.5809074259907,-85.5977768362156
45.3527687101617,-85.9262442589826
43.692516522603,-84.1215583342937
44.4093967416814,-83.4732774558891
45.5536177518259,-84.5947305340833
45.0177004805786,-85.2537268512941
45.0463961127279,-85.1946416547351
45.1492625122232,-85.1775223664901
44.983162361398,-84.9110429138732
45.2232395436637,-84.7559788314399
42.4599952641919,-81.9594122068302
42.6139230330186,-81.9059970424348
45.5338816869718,-84.6724495156083
45.1221669659727,-85.2019288422192
44.5002219742234,-84.4737565045319
44.2062779326217,-84.8646926989414
45.2516152500742,-85.7933547992204
45.4857839198577,-85.6666311041834
45.3325434574554,-85.3973973265021
45.1037228937009,-85.7404727239402
44.9781309130037,-85.5009743106084
45.0215326282106,-85.5751384611627
45.1744472789452,-85.6051713522719
45.169553776647,-85.7309401514639
44.4059852925057,-84.8815404954069
44.3120111135685,-85.0891165037422
45.0971539184318,-85.7028494438423
45.3642792812567,-85.5747995008589
44.7488787713837,-84.865043459035
44.6792376393655,-85.0576114080358
44.2888267900912,-84.5738914515129
44.4485892821113,-84.559332238033
45.2423309077824,-85.1497150466336
44.674924216277,-85.803027562611
44.5086263220516,-85.5196480538013
44.5049715759838,-85.6585741198899
44.6608756650683,-85.657673953938
44.8023724260342,-85.672839162537
43.8850480515536,-84.7460941155975
43.678771492754,-85.0549189712349
43.8524334190064,-85.0599794943303
43.9762082777882,-85.0977371396283
44.4742541116848,-85.3679496002752
43.938294674494,-85.9545985084145
43.6945360866487,-85.6149499077864
44.0509289758784,-85.4736830099782
43.7386836375569,-85.0790433755254
44.0277855872824,-84.997376098651
44.4533317117847,-85.1852710823811
44.2790976031043,-85.4757189218925
44.1243101261603,-85.2023612337867
44.1600400129275,-85.3274040905178
45.094757519993,-85.9023927680752
45.0148004331002,-86.1263255847994
43.4582806082121,-84.789637039868
43.4606013413856,-84.9404229942025
43.8256149131381,-85.0510686885327
43.5285813462976,-85.4215784846365
43.9904150480357,-85.5959800317
44.5474131608246,-85.3514058949784
44.7562162839242,-85.3395360021938
44.5572352727631,-85.6496525881361
44.2203089370824,-85.2452295658529
43.8438135408514,-85.6702252561028
44.3798882852496,-85.875756602782
44.9347373853579,-85.6556041507623
44.5661858520715,-85.2289488067273
44.3978415873277,-85.5128908953633
44.0121011418035,-85.0874249613854
43.0231623424998,-85.8882427886098
42.1116247071411,-85.1702666941771
41.9230283945253,-85.438872540116
39.3115260233216,-83.8290850515653
41.0078604646333,-83.0508043700791
45.2887423487926,-85.4664681879424
44.6905436849869,-86.0287074628182
43.5605789223543,-85.1638378975227
43.5911899919811,-85.3153828820315
44.8709786650702,-85.9105206432516
45.2585943011638,-85.8523525407894
45.0084201256798,-85.5176440537526
44.7288836368748,-85.8653752886659
44.8633747466618,-85.7636822804228
44.907609258031,-85.9195860013751
44.2802556929776,-85.3818102259897
43.2923462742973,-86.0966290655448
44.2757546659992,-86.4500835697019
45.2503307997063,-86.0930122665513
44.3224348479688,-85.4022490994948
44.409891345024,-85.5367697744966
45.5799848237109,-85.9795153659195
45.1673039346326,-86.3910828655362
43.2687649186853,-85.246251516788
43.6616494539412,-85.231590089774
43.9039625629763,-85.1699657814801
43.0883740089496,-85.7344363776893
43.9684473486541,-85.9675169568574
45.3832327491874,-85.4701602604402
44.6460902019979,-84.9259689758645
44.4341476677998,-85.2108512140178
45.9187226653584,-85.7191745399578
44.368015490659,-86.6299945399059
43.759953921232,-86.1805864346923
45.7034953240453,-85.5085360552947
45.9634195206498,-85.4300999432978
43.9166484871059,-86.5061789429616
42.2379291135837,-85.6651147826312
42.9718968697307,-85.5601178898548
44.7804944691091,-86.0880915744347
43.8091376627448,-86.658027668349
42.755186905249,-86.0857321809067
45.4155625376759,-85.2671255565083
45.6325681784612,-85.1558731692155
45.4519677210649,-85.4221434072029
46.5715087711735,-85.653425126425
46.8663544116702,-85.7438462638783
45.6900073210429,-85.1000413240833
44.652794109061,-85.6598629714327
42.4765969101213,-84.7727702689463
34.6691451314244,-87.0022382172495
37.8254070950342,-87.6163239328843
46.1324206789511,-85.4014825757772
45.5796212376356,-85.0213421726649
45.6446604879122,-85.1994535923874
46.9658430134068,-85.4143096033431
46.8121341653845,-85.6714080233415
45.1400631115349,-84.971142706952
43.4748073589164,-85.6144075939735
44.0565378306345,-85.5785260027708
40.9947135534042,-86.4953937608213
41.281511028378,-86.3889603518685
45.5905654631107,-85.5530069092163
45.8772553678333,-85.4249531693331
46.9677107077533,-85.3543086513291
41.2690234709056,-83.8913267021916
41.0115270911681,-84.1111356391135
46.6996753012763,-85.1034363056799
46.8438685581001,-85.2787559278465
49.0156688832998,-85.5644096008579
45.4036225736446,-86.5608900345644
41.6372660521544,-85.7041359866459
45.3025904551958,-85.2610591001901
44.4559833042202,-84.9183827558451
45.4415908024556,-84.9473411351183
48.78267289853,-85.3322971146142
41.2733399131989,-86.7053412160037
42.9703950339055,-86.749915771393
53.6479117129606,-85.1768797826065
53.5022388240922,-84.881031983517
41.9780984225785,-86.8139914219358
40.952385306877,-86.5361021627949
52.6274350991858,-85.2676296299568
51.9721261374205,-84.9118007078625
50.162480469778,-85.4040157046353
50.3995860596815,-85.198038962186
0.591458969336372,-85.9401091353838
-34.2018402916133,-85.4369589055161
-39.0498722277688,-84.9764054731382
-37.2605326183398,-84.9954350092019
-34.8159350625348,-85.0326303857473
-32.0899087381204,-84.9687393639661
-24.1163003684066,-85.3556864435488
-17.848256823996,-85.1104463644024
-16.4440040430408,-85.1174636408126
-15.0968903906622,-85.105811612793
3.11234761736083,-85.8179339874769
1.42525210997817,-85.8683573466365
-2.3457781230854,-85.713744568264
NA,-84.0799653948142
NA,-84.3267281871742
33.9270211069495,-84.8210414569734
25.851284171511,-84.6832421029646
4.05595556918381,-85.6041634025751
12.449836142284,-86.076030764909
31.5061739312355,-85.0770142124936
42.7000461029959,-85.7709142418165
41.0065813530697,-85.6904977990214
-1.24953790177006,-83.1163515005449
35.6607493535208,-80.5731099315479
28.0032279123951,-80.173724478606
22.6906334535636,-80.4616043003668
27.1822589343271,-80.8897583320872
39.5017006982667,-79.739061986821
42.5363257633104,-80.1976664132738
41.8223755650676,-80.0984499450331
38.898432731662,-79.949262512375
35.064304465527,-80.213835644921
24.2431116655234,-79.2043299351363
34.6627987015692,-77.9760445282292
35.491790232412,-78.2079866316885
34.5516142319051,-78.1914877012038
40.6801422742293,-79.1621743750396
41.9762007669413,-78.8017671927731
41.0974550530419,-78.8316841401015
47.6414369393639,-77.5057982098364
50.3387426637709,-78.2811430374106
42.5789634084952,-79.6242872981127
41.6848336104116,-79.6306969376017
40.8056715793658,-79.6287481252012
39.5524526598608,-79.5532835059279
38.592230633364,-79.5814380262351
33.1570650694567,-78.7314027155385
32.9047254556679,-78.6556728117067
33.7826063395856,-78.937707872295
37.2343218650067,-78.1347561279161
37.9103307939909,-78.4170948277808
41.7525826530461,-77.4039319011603
29.8099805284308,-75.005550008621
18.4097139837331,-77.0133516822831
19.3258963965041,-77.2390018832462
20.0584444366911,-77.0403143487864
30.7240336715378,-79.2353140695317
30.9197247577933,-79.0856078595665
24.2983405382217,-77.7857565986397
24.8106335985831,-77.5985293388944
22.88893027536,-77.2751465496624
24.5584577725605,-76.8427078206554
26.158840909339,-77.2789252270314
29.9176838150553,-76.3142052277777
28.9604523246572,-76.1834577159286
21.4742051729101,-77.8352396236054
17.316639640998,-76.9695607816423
18.77615957508,-76.5867882945172
18.1009976581071,-76.4897139447765
16.993779817429,-76.6908368568214
17.3091193886382,-76.8164647193666
17.8423784990676,-76.6368082549637
19.4551245940414,-77.0841913465248
19.9069296399751,-76.9124466609787
20.0052059305162,-76.9978294924536
19.9264723457485,-76.9574882029173
19.3071646924354,-76.8568722626495
21.091150791097,-76.3285485071001
23.287629843967,-76.9904693681606
21.7210763991427,-77.3531927599775
20.5018783158291,-77.0810399610588
20.6719470436972,-76.9733015847763
20.5220949954945,-76.9917396831622
21.7236929734699,-76.5878133816897
20.2150681456664,-76.2146273679163
18.6200273015017,-76.6166528115476
18.945894452504,-76.7639421600567
19.5548757983243,-76.5312123617374
19.7044616205225,-76.6309103000883
20.5879387820986,-76.3078841591297
21.7609906972637,-76.7287163123341
20.8689450439204,-76.9470548208194
21.2480681595667,-77.1244471027223
22.5725093238971,-76.6401459499075
20.7166041978392,-76.1012099126233
20.3990122303595,-76.1478357566409
21.260103519078,-76.4844418896249
21.2517410587951,-76.4303253944202
21.788086016188,-76.6669266601871
20.8897292650922,-76.9130770385137
20.7175436629856,-76.9090633878403
21.5486538473365,-76.5701386627604
21.7839978628164,-76.7076735091405
21.3018786547217,-76.8210859557907
20.3187351666541,-76.5295465462434
20.9074149869694,-76.2710758046574
20.2030549898885,-76.0719963201488
19.1365847182861,-76.4019585997123
19.6450733675204,-76.6296269948435
21.0925610281414,-76.0565469431147
21.4322241879157,-76.2324563496545
21.3417601357399,-76.2155065378182
20.7391463964762,-76.0397160141321
20.3782328815708,-76.1273222331349
21.3155460434569,-76.5288774868853
22.2297933737842,-76.1283463362496
22.9310973546906,-76.453191417635
22.316056043881,-76.6445110406311
21.1672043915937,-76.2418218658948
22.0164525990401,-75.8609219050493
23.2081645110197,-76.3874846584616
21.9799596575364,-76.8348822560478
21.1077739382351,-76.5298216776677
20.919447023228,-76.5624643883467
20.6024762588652,-76.4765776477012
20.6439632204876,-76.4190902713835
21.0470632723629,-76.6238601326151
20.7808234510524,-76.6927467955553
21.1592888697031,-76.8884243722929
22.0136739456869,-76.4915863005858
22.6567256463199,-76.8050999918266
22.7214169668069,-76.7360495269477
22.2442144233116,-76.571857895354
21.8482582177181,-76.7026792403634
22.9100692337809,-77.1999466642899
22.339413591887,-77.4098714256044
21.4346778272365,-77.0539188531765
22.2339894665944,-76.6709378317938
21.7670155132332,-76.5014238726008
21.483373703555,-76.5919790749304
21.620798824305,-76.6849659497851
