datetime,light,twilight,interp,excluded
2010-07-29T12:04:30.000Z,64,0,FALSE,FALSE
2010-07-29T12:14:30.000Z,64,0,FALSE,FALSE
2010-07-29T12:24:30.000Z,64,0,FALSE,FALSE
2010-07-29T12:34:30.000Z,64,0,FALSE,FALSE
2010-07-29T12:44:30.000Z,64,0,FALSE,FALSE
2010-07-29T12:54:30.000Z,64,0,FALSE,FALSE
2010-07-29T13:04:30.000Z,64,0,FALSE,FALSE
2010-07-29T13:14:30.000Z,64,0,FALSE,FALSE
2010-07-29T13:24:30.000Z,64,0,FALSE,FALSE
2010-07-29T13:34:30.000Z,64,0,FALSE,FALSE
2010-07-29T13:44:30.000Z,64,0,FALSE,FALSE
2010-07-29T13:54:30.000Z,64,0,FALSE,FALSE
2010-07-29T14:04:30.000Z,64,0,FALSE,FALSE
2010-07-29T14:14:30.000Z,64,0,FALSE,FALSE
2010-07-29T14:24:30.000Z,64,0,FALSE,FALSE
2010-07-29T14:34:30.000Z,64,0,FALSE,FALSE
2010-07-29T14:44:30.000Z,64,0,FALSE,FALSE
2010-07-29T14:54:30.000Z,64,0,FALSE,FALSE
2010-07-29T15:04:30.000Z,64,0,FALSE,FALSE
2010-07-29T15:14:30.000Z,64,0,FALSE,FALSE
2010-07-29T15:24:30.000Z,64,0,FALSE,FALSE
2010-07-29T15:34:30.000Z,64,0,FALSE,FALSE
2010-07-29T15:44:30.000Z,64,0,FALSE,FALSE
2010-07-29T15:54:30.000Z,64,0,FALSE,FALSE
2010-07-29T16:04:30.000Z,64,0,FALSE,FALSE
2010-07-29T16:14:30.000Z,64,0,FALSE,FALSE
2010-07-29T16:24:30.000Z,64,0,FALSE,FALSE
2010-07-29T16:34:30.000Z,64,0,FALSE,FALSE
2010-07-29T16:44:30.000Z,64,0,FALSE,FALSE
2010-07-29T16:54:30.000Z,64,0,FALSE,FALSE
2010-07-29T17:04:30.000Z,64,0,FALSE,FALSE
2010-07-29T17:14:30.000Z,64,0,FALSE,FALSE
2010-07-29T17:24:30.000Z,64,0,FALSE,FALSE
2010-07-29T17:34:30.000Z,64,0,FALSE,FALSE
2010-07-29T17:44:30.000Z,64,0,FALSE,FALSE
2010-07-29T17:54:30.000Z,64,0,FALSE,FALSE
2010-07-29T18:04:30.000Z,64,0,FALSE,FALSE
2010-07-29T18:14:30.000Z,64,0,FALSE,FALSE
2010-07-29T18:24:30.000Z,64,0,FALSE,FALSE
2010-07-29T18:34:30.000Z,64,0,FALSE,FALSE
2010-07-29T18:44:30.000Z,64,0,FALSE,FALSE
2010-07-29T18:54:30.000Z,64,0,FALSE,FALSE
2010-07-29T19:04:30.000Z,64,0,FALSE,FALSE
2010-07-29T19:14:30.000Z,64,0,FALSE,FALSE
2010-07-29T19:24:30.000Z,64,0,FALSE,FALSE
2010-07-29T19:34:30.000Z,64,0,FALSE,FALSE
2010-07-29T19:44:30.000Z,64,0,FALSE,FALSE
2010-07-29T19:54:30.000Z,64,0,FALSE,FALSE
2010-07-29T20:04:30.000Z,64,0,FALSE,FALSE
2010-07-29T20:14:30.000Z,64,0,FALSE,FALSE
2010-07-29T20:24:30.000Z,64,0,FALSE,FALSE
2010-07-29T20:34:30.000Z,64,0,FALSE,FALSE
2010-07-29T20:44:30.000Z,64,0,FALSE,FALSE
2010-07-29T20:54:30.000Z,64,0,FALSE,FALSE
2010-07-29T21:04:30.000Z,64,0,FALSE,FALSE
2010-07-29T21:14:30.000Z,64,0,FALSE,FALSE
2010-07-29T21:24:30.000Z,64,0,FALSE,FALSE
2010-07-29T21:34:30.000Z,64,0,FALSE,FALSE
2010-07-29T21:44:30.000Z,64,0,FALSE,FALSE
2010-07-29T21:54:30.000Z,64,0,FALSE,FALSE
2010-07-29T22:04:30.000Z,64,0,FALSE,FALSE
2010-07-29T22:14:30.000Z,64,0,FALSE,FALSE
2010-07-29T22:24:30.000Z,64,0,FALSE,FALSE
2010-07-29T22:34:30.000Z,64,0,FALSE,FALSE
2010-07-29T22:44:30.000Z,64,0,FALSE,FALSE
2010-07-29T22:54:30.000Z,64,0,FALSE,FALSE
2010-07-29T23:04:30.000Z,64,0,FALSE,FALSE
2010-07-29T23:14:30.000Z,64,0,FALSE,FALSE
2010-07-29T23:24:30.000Z,64,0,FALSE,FALSE
2010-07-29T23:34:30.000Z,64,0,FALSE,FALSE
2010-07-29T23:44:30.000Z,64,0,FALSE,FALSE
2010-07-29T23:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T00:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T00:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T00:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T00:34:30.000Z,64,0,FALSE,FALSE
2010-07-30T00:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T00:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T01:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T01:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T01:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T01:34:30.000Z,55,0,FALSE,FALSE
2010-07-30T01:44:30.000Z,31,0,FALSE,FALSE
2010-07-30T01:54:30.000Z,8,0,FALSE,FALSE
2010-07-30T01:58:04.000Z,5.49999999990203,2,TRUE,FALSE
2010-07-30T02:04:30.000Z,1,0,FALSE,FALSE
2010-07-30T02:14:30.000Z,1,0,FALSE,FALSE
2010-07-30T02:24:30.000Z,1,0,FALSE,FALSE
2010-07-30T02:34:30.000Z,1,0,FALSE,FALSE
2010-07-30T02:44:30.000Z,1,0,FALSE,FALSE
2010-07-30T02:54:30.000Z,1,0,FALSE,FALSE
2010-07-30T03:04:30.000Z,1,0,FALSE,FALSE
2010-07-30T03:14:30.000Z,1,0,FALSE,FALSE
2010-07-30T03:24:30.000Z,1,0,FALSE,FALSE
2010-07-30T03:34:30.000Z,1,0,FALSE,FALSE
2010-07-30T03:44:30.000Z,1,0,FALSE,FALSE
2010-07-30T03:54:30.000Z,1,0,FALSE,FALSE
2010-07-30T04:04:30.000Z,1,0,FALSE,FALSE
2010-07-30T04:14:30.000Z,1,0,FALSE,FALSE
2010-07-30T04:24:30.000Z,1,0,FALSE,FALSE
2010-07-30T04:34:30.000Z,1,0,FALSE,FALSE
2010-07-30T04:44:30.000Z,1,0,FALSE,FALSE
2010-07-30T04:54:30.000Z,1,0,FALSE,FALSE
2010-07-30T05:04:30.000Z,1,0,FALSE,FALSE
2010-07-30T05:14:30.000Z,1,0,FALSE,FALSE
2010-07-30T05:24:30.000Z,1,0,FALSE,FALSE
2010-07-30T05:34:30.000Z,1,0,FALSE,FALSE
2010-07-30T05:44:30.000Z,1,0,FALSE,FALSE
2010-07-30T05:54:30.000Z,1,0,FALSE,FALSE
2010-07-30T06:04:30.000Z,1,0,FALSE,FALSE
2010-07-30T06:14:30.000Z,1,0,FALSE,FALSE
2010-07-30T06:24:30.000Z,1,0,FALSE,FALSE
2010-07-30T06:34:30.000Z,1,0,FALSE,FALSE
2010-07-30T06:44:30.000Z,1,0,FALSE,FALSE
2010-07-30T06:54:30.000Z,1,0,FALSE,FALSE
2010-07-30T07:04:30.000Z,1,0,FALSE,FALSE
2010-07-30T07:14:30.000Z,1,0,FALSE,FALSE
2010-07-30T07:24:30.000Z,1,0,FALSE,FALSE
2010-07-30T07:34:30.000Z,1,0,FALSE,FALSE
2010-07-30T07:44:30.000Z,1,0,FALSE,FALSE
2010-07-30T07:54:30.000Z,1,0,FALSE,FALSE
2010-07-30T08:04:30.000Z,2,0,FALSE,FALSE
2010-07-30T08:14:30.000Z,2,0,FALSE,FALSE
2010-07-30T08:24:30.000Z,2,0,FALSE,FALSE
2010-07-30T08:34:30.000Z,2,0,FALSE,FALSE
2010-07-30T08:44:30.000Z,2,0,FALSE,FALSE
2010-07-30T08:54:30.000Z,2,0,FALSE,FALSE
2010-07-30T09:04:30.000Z,2,0,FALSE,FALSE
2010-07-30T09:14:30.000Z,3,0,FALSE,FALSE
2010-07-30T09:24:30.000Z,3,0,FALSE,FALSE
2010-07-30T09:34:30.000Z,4,0,FALSE,FALSE
2010-07-30T09:44:30.000Z,4,0,FALSE,FALSE
2010-07-30T09:54:30.000Z,4,0,FALSE,FALSE
2010-07-30T10:04:30.000Z,3,0,FALSE,FALSE
2010-07-30T10:14:30.000Z,3,0,FALSE,FALSE
2010-07-30T10:24:30.000Z,3,0,FALSE,FALSE
2010-07-30T10:34:30.000Z,3,0,FALSE,FALSE
2010-07-30T10:44:30.000Z,3,0,FALSE,FALSE
2010-07-30T10:54:30.000Z,3,0,FALSE,FALSE
2010-07-30T11:04:30.000Z,3,0,FALSE,FALSE
2010-07-30T11:12:50.000Z,5.49999999990203,1,TRUE,FALSE
2010-07-30T11:14:30.000Z,6,0,FALSE,FALSE
2010-07-30T11:24:30.000Z,24,0,FALSE,FALSE
2010-07-30T11:34:30.000Z,48,0,FALSE,FALSE
2010-07-30T11:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T11:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T12:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T12:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T12:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T12:34:30.000Z,64,0,FALSE,FALSE
2010-07-30T12:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T12:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T13:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T13:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T13:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T13:34:30.000Z,64,0,FALSE,FALSE
2010-07-30T13:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T13:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T14:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T14:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T14:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T14:34:30.000Z,64,0,FALSE,FALSE
2010-07-30T14:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T14:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T15:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T15:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T15:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T15:34:30.000Z,64,0,FALSE,FALSE
2010-07-30T15:44:30.000Z,64,0,FALSE,FALSE
2010-07-30T15:54:30.000Z,64,0,FALSE,FALSE
2010-07-30T16:04:30.000Z,64,0,FALSE,FALSE
2010-07-30T16:14:30.000Z,64,0,FALSE,FALSE
2010-07-30T16:24:30.000Z,64,0,FALSE,FALSE
2010-07-30T16:34:30.000Z,64,0,FALSE,FALSE
